"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) deposits with commercial banks (% of GDP)","FCLODCSG_GDP_PT","Indicator Source Code - Dissemination","_A1Z._H._G|Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) deposits with commercial banks (% of GDP)","FCLODCSG_GDP_PT","Indicator Source Code - EDD","FCLODCSG|PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) deposits with commercial banks (% of GDP)","FCLODCSG_GDP_PT","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) deposits with commercial banks (% of GDP)","FCLODCSG_GDP_PT","Indicator Unit","Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: FCSODCSG, Unit: PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Code","FCSODCSG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Concept","Outstanding small and medium enterprises loans from commercial banks (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator CTS Code","FCSODCSG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Definition","Calculated as: (outstanding loans by SMEs from commercial banks)*100/ GDP.",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP), Ratio to GDP, Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Mobile","184",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Name","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator SDMX Code","FCSODCSG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator SDMX Name","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Short Name","Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Source Code","FCSODCSG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Source Code - Collection","Financial, Financial Access Survey, Use of Financial Services: Key Indicators, Outstanding small and medium enterprises loans from commercial banks (% of GDP), Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Source Code - Dissemination","_A1Z._J._G|Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Source Code - EDD","FCSODCSG|PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Outstanding small and medium enterprise (SME) loans from commercial banks (% of GDP)","FCSODCSG_GDP_PT","Indicator Unit","Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: FCMIBYVG, Unit: PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Code","FCMIBTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Concept","Value of mobile and internet transactions (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator CTS Code","FCMIBTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Definition","",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP), Ratio to GDP, Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Mobile","",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Name","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator SDMX Code","FCMIBTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator SDMX Name","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Short Name","Value of mobile and internet banking transactions (during the reference year) (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Source Code","FCMIBTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Source Code - Collection","",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Source Code - Dissemination","",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Source Code - EDD","FCMIBTVG|PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Topic","Financial Sector",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile and internet banking transactions (during the reference year) (% of GDP)","FCMIBTVG_GDP_PT","Indicator Unit","Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: FCMTVG, Unit: PGDP",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Code","FCMTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Concept","Value of mobile money transactions (during the reference year) (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator CTS Code","FCMTVG_GDP_PT",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Definition","Calculated as: (value of mobile money transactions)*100/GDP.",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Full Name","Monetary and Financial Accounts, Financial Access Survey, Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP), Ratio to GDP, Percent",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Mobile","159",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator Name","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)",""
"Financial Access Survey (FAS)","FAS","","","Key Indicators, Use of Financial Services, Value of mobile money transactions during the reference year (% of GDP)","FCMTVG_GDP_PT","Indicator SDMX Code","FCMTVG_GDP_PT",""
